donorID,campID,date
100058,1343,1998-05-19
100058,1424,1998-10-21
100058,1529,1999-05-07
100058,1556,1999-06-21
100058,1601,1999-10-18
100058,1626,1999-11-15
100058,1663,2000-06-15
100058,1778,2000-10-19
100058,1878,2001-05-16
100058,1933,2001-09-25
100060,3941,2010-04-13
100061,3528,2008-12-10
100064,3941,2010-04-09
100066,3941,2010-04-09
100067,2232,2003-05-19
100069,3941,2010-04-06
100073,3941,2010-04-12
100075,3941,2010-04-07
100076,4213,2010-05-31
100077,3505,2008-07-14
100082,0,1999-03-04
100082,796,1995-05-12
100082,1000,1996-05-02
100082,1058,1996-09-02
100082,1148,1997-03-21
100082,1185,1997-06-05
100082,1316,1998-03-16
100082,1343,1998-05-06
100082,1529,1999-05-06
100082,1663,2000-03-17
100082,1844,2001-03-09
100082,2094,2002-09-11
100082,2144,2003-01-27
100082,2360,2004-01-30
100082,2838,2006-01-24
100090,3360,2008-05-06
100093,4210,2010-10-28
100094,3361,2008-05-16
100094,3537,2008-11-07
100094,3550,2008-12-31
100094,3664,2009-05-06
100094,3812,2009-10-21
100095,767,1995-12-26
100095,1101,1996-12-31
100095,1148,1997-12-24
100095,1316,1998-12-31
100095,1529,1999-12-24
100095,1778,2000-12-15
100095,1933,2001-12-18
100095,2144,2002-12-20
100095,2351,2003-12-23
100095,2550,2004-12-08
100095,2713,2005-11-30
100095,2945,2006-12-29
100095,3064,2007-12-28
100096,796,1995-05-11
100096,858,1995-09-06
100096,1074,1996-11-06
100096,1317,1998-04-10
100096,2802,2005-08-18
100096,2711,2005-10-03
100096,2712,2005-11-17
100096,2713,2005-11-28
100096,2714,2005-12-15
100096,2838,2006-01-24
100096,2871,2006-03-13
100096,2905,2006-04-20
100096,2945,2006-06-16
100096,3049,2006-12-27
100097,1235,1997-12-31
100097,1245,1997-11-19
100097,4135,2010-05-18
100097,4144,2010-08-10
100097,4149,2010-11-30
100100,3361,2008-05-06
100100,4215,2010-04-16
100100,4218,2010-08-05
100101,0,1999-08-24
100101,0,2006-04-28
100101,663,1995-05-18
100101,979,1996-03-26
100101,1101,1997-03-20
100101,1338,1998-06-17
100101,1699,2000-06-09
100101,1903,2001-07-06
100101,2035,2002-05-14
100101,2163,2003-08-12
100101,2360,2004-03-03
100101,2632,2005-04-07
100101,3236,2007-09-07
100103,4210,2010-11-08
100105,3941,2010-05-03
100107,0,2006-04-06
100107,3346,2008-03-28
100107,3783,2009-08-31
100107,4134,2010-04-16
100112,3941,2010-04-06
100112,4223,2010-12-29
100114,899,1995-12-11
100114,1000,1996-05-02
100114,1149,1997-05-20
100114,1207,1997-12-10
100114,1424,1998-11-23
100114,1465,1998-12-28
100114,1634,1999-12-16
100114,1808,2000-12-21
100115,796,1995-05-11
100115,816,1995-07-06
100115,901,1995-11-03
100115,930,1995-12-31
100115,979,1996-03-28
100115,1000,1996-05-31
100115,1034,1996-07-18
100115,1058,1996-09-12
100115,1074,1996-11-15
100115,1207,1997-07-31
100115,1248,1997-11-20
100115,1280,1997-12-23
100115,1317,1998-03-25
100115,1465,1998-12-18
100115,1490,1999-03-15
100115,1529,1999-05-26
100115,1556,1999-07-06
100115,1577,1999-08-23
100115,1634,1999-12-29
100115,1663,2000-03-13
100115,1699,2000-05-10
100115,1736,2000-08-14
100115,1755,2000-08-29
100115,1778,2000-11-02
100115,1808,2000-12-31
100115,1843,2001-04-02
100115,1878,2001-05-22
100115,1929,2001-09-12
100115,1949,2001-11-20
100115,1991,2002-04-10
100115,2035,2002-05-21
100115,2059,2002-07-02
100115,2123,2002-11-05
100115,2193,2003-04-15
100115,2256,2003-06-24
100115,2285,2003-09-16
100115,2351,2003-12-31
100115,2485,2004-09-07
100116,901,1995-11-30
100116,3249,2007-11-20
100116,3449,2008-12-29
100116,3786,2009-12-04
100117,4137,2010-05-11
100117,4142,2010-07-08
100118,0,2008-12-16
100118,3896,2009-12-21
100120,3361,2008-05-14
100124,3361,2008-06-18
100124,3664,2009-05-04
100127,3941,2010-04-07
100129,3361,2008-05-08
100131,930,1996-02-02
100131,1568,1999-08-31
100131,1736,2000-07-19
100131,3249,2007-10-15
100131,3527,2008-09-11
100132,0,2011-01-17
100133,3941,2010-04-13
100137,0,2001-07-10
100137,954,1996-01-31
100137,1074,1996-11-04
100137,1465,1998-12-29
100137,1775,2000-11-15
100137,1808,2000-12-27
100137,1843,2001-03-05
100137,1878,2001-05-14
100137,1917,2001-08-10
100137,1933,2001-09-25
100137,1966,2001-12-31
100137,1991,2002-03-06
100137,2035,2002-05-16
100137,2105,2002-10-01
100137,2193,2003-03-05
100137,2360,2004-02-06
100137,2389,2004-03-04
100137,2653,2005-04-25
100138,4210,2010-11-04
100139,3361,2008-05-08
100139,4210,2010-11-04
100141,3941,2010-04-20
100142,0,2002-03-19
100142,723,1995-05-24
100142,1028,1996-06-21
100142,1148,1997-05-13
100142,1316,1998-08-19
100142,1529,1999-05-31
100142,1663,2000-04-27
100142,1843,2001-04-25
100142,2193,2003-03-10
100142,2451,2004-08-11
100142,2653,2005-05-11
100142,2905,2006-04-10
100142,2994,2006-12-13
100142,3187,2007-10-17
100142,3188,2008-02-14
100142,3189,2008-02-26
100142,3444,2009-06-05
100142,3916,2010-01-28
100142,4138,2010-05-17
100143,3505,2008-08-25
100146,3941,2010-04-07
100147,3505,2008-07-23
100147,3566,2009-01-26
100147,3812,2009-10-08
100149,0,2004-01-29
100149,2225,2003-05-02
100149,2498,2004-09-24
100149,2566,2005-01-21
100149,2712,2005-11-15
100149,2714,2005-12-23
100149,2871,2006-03-13
100149,3064,2007-01-24
100149,3108,2007-04-16
100149,3300,2008-02-29
100150,4210,2010-11-08
100151,0,2008-02-04
100151,816,1995-06-22
100151,1058,1996-08-29
100151,1074,1996-11-15
100151,1248,1997-11-13
100151,3443,2008-08-13
100151,3565,2009-01-28
100151,3783,2009-08-28
100151,3788,2009-12-30
100151,4134,2010-03-29
100151,4145,2010-09-07
100151,4143,2010-11-29
100151,4149,2010-12-21
100152,3941,2010-04-28
100155,1739,2000-12-12
100155,1966,2001-12-27
100155,2105,2002-09-26
100155,2256,2003-06-19
100155,2534,2004-12-31
100158,1568,1999-07-14
100158,1601,1999-12-13
100158,1755,2000-10-02
100158,1929,2001-09-14
100158,1962,2001-11-29
100159,3505,2008-07-23
100159,3550,2008-12-31
100160,4213,2010-05-26
100160,4222,2010-11-29
100164,3505,2008-08-18
100164,3537,2008-10-21
100164,3566,2009-02-10
100164,3810,2009-08-04
100164,3815,2009-12-31
100164,3816,2010-02-16
100164,4215,2010-04-22
100164,4216,2010-10-12
100164,4218,2010-08-03
100164,4320,2010-10-12
100164,4219,2010-10-12
100166,3941,2010-04-06
100167,3941,2010-04-08
100168,3505,2008-07-16
100168,3550,2008-12-30
100168,3810,2009-09-11
100168,4215,2010-05-12
100169,4210,2010-10-29
100170,0,2010-05-18
100170,4145,2010-09-13
100171,4210,2010-11-18
100172,4210,2010-12-20
100173,4210,2010-11-24
100174,3361,2008-07-31
100175,3361,2008-05-20
100176,4210,2010-10-29
100177,3361,2008-05-15
100177,3542,2008-12-05
100177,3566,2009-02-03
100177,3670,2009-05-29
100177,3810,2009-08-31
100177,3815,2010-01-07
100177,3816,2009-12-31
100178,4210,2010-12-24
100179,4210,2010-10-29
100181,3941,2010-04-16
100183,3361,2008-05-15
100186,4210,2010-11-02
100186,4410,2011-02-08
100190,0,1998-11-18
100190,0,1999-11-30
100190,0,2000-12-18
100190,0,2001-12-10
100190,0,2002-12-16
100190,0,2004-11-02
100190,858,1995-09-07
100190,1028,1996-06-17
100190,3249,2007-11-19
100190,4141,2010-06-28
100196,3505,2008-07-14
100201,4210,2010-11-05
100207,3505,2008-07-15
100208,4210,2010-11-09
100208,4410,2011-01-31
100211,3361,2008-05-09
100213,3941,2010-04-06
100213,7229,2014-03-17
100215,1904,2001-08-08
100215,1962,2002-08-06
100216,3361,2008-06-25
100216,3566,2009-03-20
100217,0,2013-12-27
100217,3505,2008-08-08
100218,4213,2010-05-27
100220,3941,2010-04-28
100220,4320,2010-08-27
100221,3941,2010-04-08
100221,4674,2011-04-28
100222,3505,2008-07-11
100222,4216,2010-06-10
100222,4674,2011-05-03
100223,4210,2010-10-28
100224,3505,2008-07-23
100225,3941,2010-04-20
100226,3361,2008-05-13
100226,3550,2008-12-29
100226,3816,2009-12-30
100227,3941,2010-04-01
100228,0,2013-12-23
100228,0,2008-12-23
100230,4210,2010-11-03
100236,3941,2010-04-06
100237,3941,2010-04-07
100237,4685,2011-12-08
100239,4210,2010-11-04
100243,0,2010-09-06
100244,3361,2008-05-14
100244,3896,2009-12-18
100245,4210,2010-10-28
100250,3361,2008-05-06
100250,3546,2008-12-04
100250,3670,2009-05-29
100250,3896,2009-12-04
100255,0,2000-12-29
100255,1245,1997-10-24
100255,1465,1998-12-24
100255,1634,1999-12-17
100255,2144,2002-12-30
100255,2351,2003-12-19
100255,2414,2004-05-05
100255,2553,2004-12-22
100255,2994,2006-10-02
100255,3277,2008-02-01
100255,3443,2008-08-20
100255,3445,2008-10-27
100255,3565,2009-01-28
100255,3784,2009-10-09
100257,2414,2004-05-24
100258,0,2009-03-31
100258,1775,2000-11-15
100258,1808,2000-12-31
100258,2654,2005-08-04
100258,2871,2006-03-30
100258,3079,2007-03-06
100258,3277,2008-01-22
100258,4272,2010-03-23
100258,4151,2011-04-21
100262,954,1996-02-08
100262,1148,1997-05-07
100262,1207,1997-08-06
100262,1316,1998-03-05
100262,1397,1998-09-07
100262,1424,1998-12-11
100262,1556,1999-06-18
100262,1577,1999-09-17
100262,1601,1999-10-18
100262,1634,1999-12-15
100262,1790,2000-12-01
100262,1903,2001-12-05
100262,3108,2007-04-20
100262,3236,2007-08-10
100262,3254,2007-10-31
100262,3188,2007-11-20
100262,3300,2008-02-26
100262,3440,2008-06-03
100262,3443,2008-08-07
100262,3444,2008-09-19
100265,3186,2007-07-18
100265,3443,2008-08-11
100267,1917,2001-08-07
100273,2225,2003-05-06
100273,3249,2007-12-24
100277,901,1995-11-03
100277,1000,1996-05-09
100277,1149,1997-03-25
100277,1185,1997-05-20
100277,1207,1997-07-28
100277,1316,1998-03-24
100277,1374,1998-06-30
100277,1424,1998-10-21
100277,1465,1998-12-23
100277,1529,1999-05-07
100277,1556,1999-06-30
100277,1577,1999-08-26
100277,1626,1999-11-17
100277,1663,2000-03-09
100277,1699,2000-05-08
100277,1736,2000-08-04
100277,1755,2000-10-04
100277,1843,2001-03-13
100277,1878,2001-05-22
100277,1903,2001-07-18
100277,1933,2001-10-18
100277,1991,2002-03-14
100277,2035,2002-05-22
100277,2105,2002-10-08
100277,2133,2002-11-28
100277,2193,2003-04-02
100277,2233,2003-05-13
100277,2296,2003-10-07
100277,2319,2003-11-18
100277,2335,2003-12-01
100277,2389,2004-03-30
100277,2451,2004-06-17
100277,2485,2004-08-31
100277,2498,2004-10-05
100277,2553,2004-12-31
100277,2653,2005-04-29
100277,2695,2005-06-23
100277,2710,2005-08-30
100277,2711,2005-09-29
100277,2713,2005-12-01
100277,2871,2006-03-08
100277,2945,2006-06-13
100277,2994,2006-09-26
100277,3033,2006-12-15
100280,0,1995-11-17
100280,0,1999-06-29
100280,767,1995-03-17
100280,796,1995-06-02
100280,816,1995-07-03
100280,979,1996-03-11
100280,1317,1998-03-30
100280,1374,1998-07-07
100280,1424,1998-10-28
100280,1490,1999-03-11
100280,1529,1999-05-11
100280,1601,1999-10-27
100280,1626,1999-11-23
100280,1634,1999-12-20
100280,1663,2000-03-13
100280,1699,2000-05-22
100280,1736,2000-08-04
100280,1755,2000-09-13
100280,1778,2000-10-31
100280,1790,2000-12-07
100280,1808,2001-01-08
100280,1843,2001-03-21
100280,1878,2001-05-23
100280,1903,2001-07-10
100280,1929,2001-08-31
100280,1949,2001-10-31
100280,1966,2002-01-16
100280,2035,2002-05-22
100280,2059,2002-07-05
100280,2094,2002-09-04
100280,2105,2002-10-04
100280,2133,2002-11-28
100280,2163,2003-01-28
100280,2224,2003-03-27
100280,2233,2003-05-14
100280,2256,2003-06-26
100280,2285,2003-09-05
100280,2335,2003-12-03
100280,2351,2003-12-31
100280,2360,2004-02-10
100281,1212,1997-09-26
100281,1397,1998-08-24
100281,1626,1999-12-06
100281,1778,2000-11-10
100281,1929,2001-09-19
100281,2105,2002-10-01
100281,2415,2004-04-29
100281,2695,2005-07-05
100282,4137,2010-05-19
100283,0,2009-05-05
100284,3249,2007-10-17
100284,3445,2008-10-16
100285,3505,2008-08-19
100285,3550,2008-12-30
100285,4221,2010-12-27
100286,3361,2008-05-14
100287,0,2006-10-26
100294,0,2004-11-18
100294,0,2004-12-02
100294,954,1997-02-13
100294,1248,1997-11-03
100294,1316,1999-03-25
100294,1374,1998-06-24
100294,1529,2001-03-15
100294,1626,1999-11-18
100294,1634,2000-01-07
100294,1663,2000-03-03
100294,1699,2000-05-11
100294,1736,2000-07-31
100294,1755,2000-09-05
100294,1929,2001-08-27
100294,1933,2001-09-24
100294,1949,2001-10-25
100294,1991,2002-03-08
100294,1991,2003-03-05
100294,2285,2003-09-01
100294,2296,2003-10-07
100294,2319,2003-10-28
100294,2335,2003-11-21
100294,2351,2003-12-17
100294,2389,2004-03-09
100294,2498,2004-10-04
100294,2534,2004-11-05
100294,2553,2004-12-16
100294,2632,2005-03-07
100294,2695,2005-06-16
100294,2710,2005-09-01
100294,2711,2005-09-30
100294,2712,2005-11-02
100294,2713,2005-11-25
100294,2714,2005-12-19
100294,2838,2006-01-25
100294,2994,2006-09-22
100294,3016,2007-01-29
100294,3033,2006-11-28
100294,3049,2006-12-22
100294,3254,2007-10-15
100294,3300,2008-03-03
100294,3443,2008-08-06
100294,3448,2008-11-27
100294,3449,2008-12-23
100294,3565,2009-01-28
100294,3603,2009-04-17
100294,3782,2009-08-14
100294,3784,2009-10-19
100294,3787,2009-12-15
100294,3788,2009-12-31
100294,4148,2010-11-25
100295,0,2005-04-18
100295,980,1996-02-29
100295,1034,1996-07-05
100295,1374,1998-06-25
100295,1397,1998-08-25
100295,1465,1998-12-18
100295,1529,1999-04-29
100295,1577,1999-09-01
100295,1601,1999-10-15
100295,1626,1999-12-02
100295,1699,2000-05-16
100295,1736,2000-07-24
100295,1790,2000-12-14
100295,1933,2001-09-24
100295,2144,2002-12-30
100295,2224,2003-04-01
100295,2233,2003-05-06
100295,2335,2003-11-26
100295,2415,2004-04-23
100295,3360,2008-05-07
100295,3445,2008-10-22
100295,4138,2010-05-26
100302,0,2001-08-29
100302,711,1995-08-03
100302,796,1995-08-03
100302,1034,1996-08-16
100302,1185,1997-09-16
100302,1316,1998-08-06
100302,1489,1999-12-15
100302,1778,2000-11-20
100302,2059,2002-12-27
100302,2193,2003-08-04
100302,2389,2004-08-03
100302,2632,2005-08-12
100302,2964,2006-08-24
100307,796,1995-06-01
100307,858,1995-09-20
100307,930,1995-12-31
100307,1428,1998-10-27
100307,1556,1999-06-30
100307,1634,1999-12-17
100307,1878,2001-06-01
100307,1903,2001-07-25
100307,1929,2001-12-04
100307,1949,2001-11-05
100307,2035,2002-05-23
100307,2123,2002-11-25
100307,2193,2003-03-13
100307,2224,2003-03-24
100307,2351,2004-02-05
100307,2550,2004-12-08
100307,3186,2007-07-18
100308,816,1995-08-17
100308,901,1995-11-30
100308,1000,1996-08-21
100308,1074,1996-12-04
100308,1207,1997-08-29
100308,1248,1997-12-08
100308,1397,1998-11-24
100308,1626,1999-12-08
100308,1808,2000-12-29
100311,0,2008-12-09
100311,3330,2008-03-31
100315,0,1995-06-23
100315,901,1995-11-16
100315,1000,1996-04-30
100315,1074,1996-10-30
100315,1185,1997-05-27
100315,1280,1997-12-31
100315,1343,1998-05-28
100315,1374,1998-07-23
100315,1465,1998-12-29
100315,1529,1999-05-05
100315,1601,1999-10-27
100315,1626,1999-11-24
100315,1634,1999-12-28
100315,1699,2000-06-26
100315,1778,2000-11-08
100315,1790,2000-12-05
100315,1878,2001-06-07
100315,1962,2001-12-05
100315,1966,2001-12-28
100315,2105,2002-10-16
100315,2144,2002-12-27
100315,2233,2003-06-27
100315,2963,2006-10-05
100316,1428,1998-10-29
100316,1465,1998-12-29
100316,1634,1999-12-20
100316,1663,2000-03-14
100316,1808,2001-01-29
100316,1933,2001-09-26
100316,1991,2002-03-14
100324,723,1995-01-12
100324,796,1995-06-13
100324,858,1995-09-08
100324,1074,1996-11-21
100324,1148,1997-05-21
100324,1316,1998-03-13
100324,2090,2002-12-06
100324,2360,2004-02-19
100324,2498,2004-09-30
100324,2653,2005-05-09
100324,2695,2005-06-27
100324,2714,2005-12-16
100324,2964,2006-07-24
100324,2994,2006-10-05
100324,3033,2006-12-05
100324,3346,2008-04-04
100326,1212,1997-09-09
100326,2021,2002-04-22
100326,3330,2008-04-02
100326,3443,2008-08-06
100326,3449,2008-12-31
100326,3663,2009-05-04
100326,3916,2010-02-01
100326,4138,2010-06-09
100326,4140,2010-06-09
100326,4142,2010-07-09
100326,4133,2010-12-30
100326,4674,2011-05-04
100326,4991,2012-04-04
100328,2802,2005-08-02
100328,2711,2005-09-28
100328,2905,2006-09-21
100328,3079,2007-11-20
100328,3189,2007-12-18
100328,3300,2008-03-17
100329,663,1995-03-10
100329,1149,1997-03-17
100329,1374,1998-06-26
100329,1424,1998-10-29
100329,1577,1999-08-18
100329,1664,2000-03-10
100329,1736,2000-08-08
100329,1844,2001-03-20
100329,1903,2001-07-10
100329,1933,2001-11-07
100330,0,1996-12-26
100330,0,1997-12-03
100330,0,1999-12-29
100330,0,2000-12-28
100330,0,2001-12-28
100331,0,1999-08-17
100331,0,1999-12-14
100331,0,2005-04-25
100331,0,2010-05-15
100333,3941,2010-04-06
100334,1034,1996-08-21
100334,1074,1996-10-28
100334,1775,2000-12-12
100334,1966,2002-01-15
100338,954,1996-01-29
100338,1101,1997-01-10
100338,1248,1997-10-31
100338,1374,1998-07-20
100338,1489,1999-03-02
100338,1626,1999-11-16
100338,1663,2000-09-05
100338,1699,2000-05-08
100338,1929,2001-08-24
100338,1933,2001-09-25
100338,2021,2002-04-08
100338,2193,2003-03-06
100338,2451,2004-06-15
100338,2653,2005-04-27
100338,2838,2006-01-24
100338,3441,2008-07-08
100338,3669,2009-05-26
100339,723,1995-01-06
100339,979,1996-03-12
100339,1148,1997-03-13
100339,1248,1997-11-05
100339,1316,1998-03-24
100339,1374,1998-07-13
100339,1489,1999-03-02
100339,1529,1999-05-07
100339,1663,2000-03-13
100339,1699,2000-05-08
100339,1843,2001-03-13
100339,1878,2001-05-14
100339,1991,2002-03-06
100339,2021,2002-04-10
100339,2163,2003-01-22
100340,1428,1998-11-30
100340,1736,2000-10-10
100340,1933,2001-09-21
100340,2194,2003-05-09
100340,2285,2003-09-03
100340,2335,2003-11-21
100340,2550,2004-12-03
100340,3016,2006-11-22
100340,3254,2007-11-09
100340,3663,2009-06-12
100342,0,2001-05-21
100342,901,1995-11-08
100342,1207,1997-08-19
100342,1248,1997-10-29
100342,1338,1998-04-09
100342,1664,2000-03-15
100342,1778,2000-11-15
100342,1966,2002-01-07
100342,2163,2003-01-16
100342,2296,2003-10-22
100342,2498,2004-10-27
100342,3016,2006-11-03
100342,3444,2008-11-07
100342,3783,2009-09-24
100345,2654,2005-05-03
100346,1400,1998-08-26
100346,1556,1999-06-21
100346,1634,1999-12-31
100346,1699,2000-05-16
100346,3129,2007-05-03
100346,3189,2007-12-12
100346,3448,2008-11-28
100347,0,1997-10-31
100347,1058,1996-09-06
100347,1316,1998-03-23
100347,1343,1998-05-05
100347,1489,1999-03-26
100347,1529,1999-05-03
100347,1626,1999-11-24
100347,1699,2000-05-04
100347,1903,2001-07-10
100347,1929,2001-08-23
100347,2059,2002-07-10
100347,2123,2002-11-07
100347,2319,2003-11-06
100347,2838,2006-01-26
100347,2994,2006-09-20
100347,3016,2006-11-07
100347,3033,2006-11-24
100347,3079,2007-03-14
100347,3125,2007-05-08
100347,3183,2007-06-05
100347,3236,2007-08-03
100347,3254,2007-10-26
100347,3189,2008-01-11
100347,3346,2008-07-01
100347,3440,2008-06-09
100347,3443,2008-08-06
100347,3448,2008-11-18
100347,3449,2009-02-19
100347,3780,2009-07-08
100347,3782,2009-11-12
100347,3787,2009-12-04
100347,4135,2010-04-21
100348,1212,1997-08-18
100348,1374,1998-06-26
100348,1397,1998-10-26
100348,1465,1998-12-18
100348,1664,2000-03-06
100348,1699,2000-05-08
100348,2417,2004-05-04
100348,2653,2005-04-18
100348,2712,2005-10-28
100348,3049,2006-12-13
100348,3125,2007-04-25
100348,3188,2007-12-13
100348,3346,2008-03-31
100351,0,1996-09-02
100351,2129,2002-11-19
100351,2233,2003-05-07
100351,2351,2003-12-24
100351,2653,2005-04-19
100353,1148,1997-05-16
100353,1343,1998-07-16
100353,1529,1999-06-03
100353,1626,1999-12-15
100353,1778,2000-11-21
100356,0,2013-12-12
100356,723,1995-02-02
100356,767,1995-11-17
100356,796,1995-05-12
100356,858,1995-09-28
100356,930,1996-01-31
100356,979,1996-06-21
100356,1058,1996-10-09
100356,1101,1996-12-30
100356,1148,1997-03-17
100356,1185,1997-05-22
100356,1207,1997-07-25
100356,1218,1997-09-30
100356,1248,1997-10-30
100356,1280,1998-03-03
100356,1316,1998-05-07
100356,1374,1998-07-13
100356,1424,1998-10-22
100356,1465,1998-12-22
100356,1489,1999-03-04
100356,1529,1999-05-04
100356,1556,1999-07-23
100356,1601,1999-11-05
100356,1626,2000-07-18
100356,1634,1999-12-16
100356,1663,2000-03-30
100356,1699,2000-05-10
100356,1778,2000-10-25
100356,1843,2001-11-14
100356,1929,2001-08-23
100356,1933,2001-10-01
100356,1962,2001-12-31
100356,1991,2002-04-18
100356,2035,2002-09-02
100356,2123,2002-12-23
100356,2224,2003-03-31
100356,2233,2003-07-31
100356,2296,2003-10-09
100356,2335,2003-12-05
100356,2360,2004-02-17
100356,2451,2004-08-09
100356,2550,2004-12-06
100356,2553,2005-03-09
100356,2695,2005-07-28
100356,2711,2005-10-04
100356,2714,2005-12-22
100356,2905,2006-04-10
100356,2964,2006-08-11
100356,4137,2010-06-01
100356,4142,2010-09-15
100356,4149,2010-12-03
100356,4990,2012-03-29
100356,5175,2012-08-29
100356,5267,2012-11-07
100356,5316,2012-12-04
100356,5326,2012-12-19
100356,5449,2013-03-22
100356,6922,2013-06-19
100356,7005,2013-07-23
100356,7074,2013-10-10
100356,7108,2013-12-23
100357,0,1999-10-04
100357,711,1995-01-12
100357,723,1995-01-26
100357,767,1995-05-26
100357,816,1995-07-17
100357,1028,1996-06-07
100357,1058,1996-09-03
100357,1101,1996-12-30
100357,1148,1997-03-27
100357,1207,1997-07-31
100357,1218,1998-02-05
100357,1248,1997-12-11
100357,1343,1998-06-04
100357,1424,1998-12-22
100357,1626,1999-11-15
100357,1634,2000-03-27
100357,1929,2001-11-13
100357,2133,2002-12-03
100357,2193,2003-03-10
100357,2319,2003-11-04
100357,2389,2004-06-02
100357,2550,2004-12-07
100357,2695,2005-12-08
100357,3033,2006-12-05
100357,3187,2007-12-04
100357,3440,2008-06-12
100357,3448,2008-12-31
100357,3787,2009-12-22
100360,0,2000-12-22
100360,1212,1997-08-19
100360,1424,1998-10-20
100361,1775,2000-11-10
100361,1843,2001-04-25
100363,1917,2001-08-07
100363,2654,2005-04-22
100363,2905,2006-04-05
100365,0,2001-08-03
100365,0,2001-10-25
100365,0,2001-11-21
100365,0,2002-10-23
100365,0,2002-11-25
100365,767,1995-03-06
100365,796,1995-05-09
100368,1245,1997-10-29
100368,1397,1998-10-29
100368,1465,1998-12-21
100368,1556,1999-06-22
100368,1626,1999-11-19
100368,1634,1999-12-15
100368,1699,2000-05-22
100368,1808,2000-12-27
100368,1843,2001-03-12
100368,1875,2001-07-16
100368,1949,2001-11-19
100368,1966,2001-12-21
100368,1991,2002-07-15
100368,2094,2002-10-07
100368,2256,2003-07-07
100368,2296,2003-12-29
100368,3186,2007-12-27
100368,3443,2008-08-04
100368,3788,2009-12-21
100369,1058,1996-09-24
100369,1074,1996-11-22
100369,1218,1997-12-05
100369,1465,1998-12-21
100369,1634,1999-12-20
100369,1808,2000-12-27
100369,1875,2001-05-14
100372,3506,2008-07-15
100372,3527,2008-09-17
100375,954,1996-02-28
100375,1101,1996-12-31
100375,1248,1997-11-14
100375,2090,2002-08-13
100375,2390,2004-03-10
100375,2632,2005-03-14
100375,2945,2006-09-20
100375,3189,2008-02-11
100375,3443,2008-08-13
100375,3565,2009-02-03
100376,796,1995-07-24
100376,858,1995-11-13
100376,1149,1997-04-14
100376,1218,1997-09-11
100376,1248,1997-11-06
100376,1280,1997-12-31
100376,1343,1998-05-07
100376,1529,1999-05-04
100376,1790,2000-12-20
100376,1878,2001-05-15
100376,1933,2001-09-26
100376,2105,2002-10-04
100376,2233,2003-05-20
100376,2296,2003-10-10
100376,2451,2004-06-24
100376,2485,2004-09-13
100376,2534,2004-12-01
100376,2711,2005-10-21
100376,2713,2005-11-24
100376,2916,2006-04-28
100376,2945,2006-06-16
100376,2964,2006-07-18
100376,2994,2006-09-27
100376,3049,2006-12-31
100378,0,1995-06-09
100378,1000,1996-05-06
100378,1034,1996-07-18
100378,1148,1997-04-08
100378,1218,1997-10-07
100378,1245,1997-12-02
100378,1316,1998-04-27
100378,1626,1999-11-23
100378,1634,1999-12-16
100378,1755,2000-09-07
100378,1778,2000-10-31
100378,1875,2001-05-04
100378,1878,2001-05-31
100378,1903,2001-07-06
